PedidoID,DataHoraVenda,ClienteID,ProdutoID,Canal,Qtde,PrecoUnitario,DescontoPct,ValorBruto,ValorDesconto,ValorLiquido
PED0019194,2025-01-07 14:15:29,CLI001557,PROD000042,Ecommerce,2,271.38,0.015,542.76,8.14,534.62
PED0013328,2024-02-28 09:11:47,CLI001691,PROD000121,Ecommerce,1,930.23,0.0,930.23,0.0,930.23
PED0026360,2024-06-20 03:10:33,CLI000142,PROD000061,Ecommerce,4,915.93,0.0,3663.72,0.0,3663.72
PED0032049,2024-08-09 15:31:26,CLI001563,PROD000085,Ecommerce,1,923.97,0.071,923.97,65.6,858.37
PED0034312,2024-04-07 12:38:34,CLI001874,PROD000101,Ecommerce,3,115.26,0.06,345.78,20.75,325.03
PED0008694,2025-05-06 00:36:08,CLI000648,PROD000139,Marketplace,1,925.81,0.009,925.81,8.33,917.48
PED0034741,2023-07-30 09:48:52,CLI000271,PROD000035,Ecommerce,1,424.44,0.045,424.44,19.1,405.34
PED0009645,2023-10-27 18:37:04,CLI000776,PROD000095,Ecommerce,3,1226.35,0.053,3679.05,194.99,3484.06
PED0020030,2023-07-04 15:20:13,CLI001053,PROD000120,Ecommerce,2,913.74,0.13,1827.48,237.57,1589.91
PED0011087,2024-05-16 11:38:03,CLI000461,PROD000016,Ecommerce,1,406.45,0.084,406.45,34.14,372.31
PED0041200,2025-01-21 17:09:28,CLI000001,PROD000042,Marketplace,1,278.97,0.073,278.97,20.36,258.61
PED0041232,2025-08-02 00:24:53,CLI000796,PROD000025,Ecommerce,1,660.55,0.092,660.55,60.77,599.78
PED0036336,2024-12-18 17:29:50,CLI001576,PROD000047,Ecommerce,1,334.79,0.059,334.79,19.75,315.04
PED0004656,2024-09-15 14:12:01,CLI001593,PROD000001,Loja Física,1,345.28,0.074,345.28,25.55,319.73
PED0002283,2024-02-07 16:29:54,CLI001518,PROD000040,Ecommerce,2,73.15,0.01,146.3,1.46,144.84
PED0038662,2024-08-23 15:41:23,CLI000040,PROD000059,Ecommerce,1,666.17,0.006,666.17,4.0,662.17
PED0038489,2024-01-26 11:48:04,CLI000097,PROD000093,Ecommerce,2,508.86,0.033,1017.72,33.58,984.14
PED0011944,2023-11-20 19:54:56,CLI001932,PROD000062,Marketplace,1,1103.83,0.111,1103.83,122.53,981.3
PED0035616,2023-11-04 15:44:46,CLI001704,PROD000111,Ecommerce,1,95.71,0.125,95.71,11.96,83.75
PED0013776,2024-09-12 19:09:00,CLI000360,PROD000064,Marketplace,1,763.16,0.072,763.16,54.95,708.21
PED0032095,2025-02-02 10:00:13,CLI000483,PROD000031,Marketplace,4,894.65,0.077,3578.6,275.55,3303.05
PED0021701,2024-08-21 17:12:43,CLI001724,PROD000116,Ecommerce,1,1116.51,0.102,1116.51,113.88,1002.63
PED0043607,2024-03-04 05:01:48,CLI001028,PROD000090,Marketplace,3,954.38,0.047,2863.14,134.57,2728.57
PED0041139,2025-05-20 04:35:38,CLI001673,PROD000137,Ecommerce,2,1105.88,0.075,2211.76,165.88,2045.88
PED0004408,2024-10-07 01:53:54,CLI000509,PROD000016,Ecommerce,1,503.27,0.11,503.27,55.36,447.91
PED0016808,2024-06-04 17:36:04,CLI001193,PROD000015,Ecommerce,1,776.03,0.053,776.03,41.13,734.9
PED0039325,2025-02-23 16:52:36,CLI000641,PROD000039,Marketplace,1,73.89,0.088,73.89,6.5,67.39
PED0034598,2024-04-01 13:21:55,CLI001014,PROD000018,Marketplace,2,1174.64,0.0,2349.28,0.0,2349.28
PED0002532,2025-06-18 11:31:10,CLI001470,PROD000141,Ecommerce,2,953.59,0.094,1907.18,179.27,1727.91
PED0007095,2024-09-12 15:29:59,CLI000360,PROD000006,Marketplace,2,333.55,0.108,667.1,72.05,595.05
PED0003296,2025-06-01 08:35:54,CLI001043,PROD000068,Ecommerce,2,649.13,0.11,1298.26,142.81,1155.45
PED0025542,2023-11-29 08:56:20,CLI000349,PROD000016,Loja Física,2,490.96,0.084,981.92,82.48,899.44
PED0021121,2025-05-09 09:00:18,CLI000358,PROD000133,Marketplace,2,343.91,0.098,687.82,67.41,620.41
PED0028469,2025-04-27 02:28:52,CLI001952,PROD000137,Ecommerce,2,1126.81,0.121,2253.62,272.69,1980.93
PED0027490,2025-03-21 06:47:02,CLI000697,PROD000127,Ecommerce,2,882.5,0.096,1765.0,169.44,1595.56
PED0004668,2024-02-28 19:07:26,CLI001875,PROD000010,Ecommerce,1,63.27,0.078,63.27,4.94,58.33
PED0023784,2024-10-30 14:49:27,CLI001749,PROD000130,Ecommerce,2,622.65,0.039,1245.3,48.57,1196.73
PED0013327,2025-05-31 10:43:26,CLI000263,PROD000015,Ecommerce,1,852.78,0.158,852.78,134.74,718.04
PED0013185,2025-07-27 18:01:30,CLI001797,PROD000108,Ecommerce,2,317.12,0.035,634.24,22.2,612.04
PED0025554,2025-06-19 11:58:52,CLI000324,PROD000062,Marketplace,1,1024.79,0.032,1024.79,32.79,992.0
PED0044222,2023-07-10 17:44:55,CLI000338,PROD000030,Ecommerce,2,909.14,0.068,1818.28,123.64,1694.64
PED0025498,2023-03-21 20:16:50,CLI001839,PROD000080,Marketplace,1,997.47,0.011,997.47,10.97,986.5
PED0024553,2025-04-15 16:05:27,CLI000856,PROD000144,Ecommerce,1,1151.21,0.128,1151.21,147.35,1003.86
PED0007370,2023-09-02 13:58:35,CLI000527,PROD000126,Ecommerce,1,547.21,0.015,547.21,8.21,539.0
PED0014838,2024-11-18 23:42:55,CLI000433,PROD000112,Ecommerce,1,691.51,0.0,691.51,0.0,691.51
PED0041052,2025-05-30 11:35:04,CLI001271,PROD000031,Loja Física,5,1014.31,0.071,5071.55,360.08,4711.47
PED0010592,2024-10-03 12:44:13,CLI001924,PROD000114,Ecommerce,1,570.89,0.065,570.89,37.11,533.78
PED0008609,2025-06-09 18:02:06,CLI001845,PROD000056,Ecommerce,1,354.73,0.027,354.73,9.58,345.15
PED0031685,2025-08-03 18:22:57,CLI001778,PROD000037,Ecommerce,1,1310.71,0.008,1310.71,10.49,1300.22
PED0020574,2024-09-06 02:23:50,CLI000043,PROD000054,Ecommerce,4,877.48,0.072,3509.92,252.71,3257.21
PED0019979,2024-08-10 06:47:19,CLI000112,PROD000074,Ecommerce,3,1060.03,0.094,3180.09,298.93,2881.16
PED0025095,2024-11-27 12:36:56,CLI000750,PROD000027,Ecommerce,3,1221.56,0.028,3664.68,102.61,3562.07
PED0012165,2025-04-04 11:25:47,CLI001855,PROD000102,Marketplace,1,211.37,0.074,211.37,15.64,195.73
PED0029519,2025-01-29 02:44:25,CLI001332,PROD000013,Ecommerce,1,1131.37,0.082,1131.37,92.77,1038.6
PED0040507,2024-03-11 20:26:14,CLI001195,PROD000074,Marketplace,1,1151.9,0.022,1151.9,25.34,1126.56
PED0023542,2024-12-29 16:15:51,CLI001132,PROD000003,Ecommerce,1,521.86,0.124,521.86,64.71,457.15
PED0025160,2024-12-30 10:03:00,CLI001313,PROD000122,Marketplace,4,138.84,0.156,555.36,86.64,468.72
PED0041887,2025-07-12 18:30:39,CLI000734,PROD000143,Ecommerce,1,718.42,0.081,718.42,58.19,660.23
PED0009771,2024-04-22 23:21:17,CLI001345,PROD000125,Marketplace,3,320.97,0.052,962.91,50.07,912.84
PED0011292,2024-09-14 18:46:56,CLI001365,PROD000095,Ecommerce,1,1180.4,0.015,1180.4,17.71,1162.69
PED0022828,2025-04-24 19:03:55,CLI000164,PROD000035,Ecommerce,1,383.24,0.112,383.24,42.92,340.32
PED0038289,2025-01-26 13:00:46,CLI000077,PROD000045,Loja Física,1,206.42,0.133,206.42,27.45,178.97
PED0034757,2025-07-13 13:44:09,CLI000481,PROD000054,Ecommerce,3,748.11,0.102,2244.33,228.92,2015.41
PED0007772,2025-02-20 14:03:48,CLI000113,PROD000144,Marketplace,1,1085.51,0.082,1085.51,89.01,996.5
PED0036736,2025-06-16 15:28:32,CLI001544,PROD000081,Ecommerce,1,655.84,0.1,655.84,65.58,590.26
PED0011774,2025-01-26 19:59:34,CLI000675,PROD000024,Ecommerce,2,765.16,0.0,1530.32,0.0,1530.32
PED0026844,2025-07-17 22:48:12,CLI000621,PROD000033,Marketplace,2,884.11,0.054,1768.22,95.48,1672.74
PED0017097,2025-07-13 19:56:34,CLI000414,PROD000091,Ecommerce,2,650.41,0.051,1300.82,66.34,1234.48
PED0037189,2024-09-27 12:30:31,CLI001593,PROD000093,Marketplace,1,481.0,0.156,481.0,75.04,405.96
PED0036554,2023-12-27 17:41:33,CLI001656,PROD000100,Ecommerce,1,228.5,0.033,228.5,7.54,220.96
PED0041912,2024-03-23 17:05:46,CLI001316,PROD000115,Marketplace,1,262.84,0.0,262.84,0.0,262.84
PED0031756,2025-04-02 18:16:34,CLI001328,PROD000023,Marketplace,1,1031.29,0.092,1031.29,94.88,936.41
PED0025804,2025-04-19 11:34:20,CLI001620,PROD000134,Ecommerce,1,239.8,0.05,239.8,11.99,227.81
PED0034697,2025-07-29 23:29:57,CLI000734,PROD000134,Ecommerce,1,214.89,0.025,214.89,5.37,209.52
PED0006157,2025-03-14 12:47:25,CLI000979,PROD000007,Marketplace,1,635.01,0.023,635.01,14.61,620.4
PED0000062,2025-03-13 05:38:13,CLI001477,PROD000085,Ecommerce,1,856.48,0.0,856.48,0.0,856.48
PED0039000,2023-10-31 12:20:22,CLI001150,PROD000100,Ecommerce,3,217.95,0.026,653.85,17.0,636.85
PED0021877,2024-01-23 04:30:03,CLI001314,PROD000050,Ecommerce,1,377.24,0.0,377.24,0.0,377.24
PED0037477,2024-01-29 13:38:14,CLI001026,PROD000014,Loja Física,2,1174.58,0.004,2349.16,9.4,2339.76
PED0012518,2023-11-16 10:44:18,CLI001823,PROD000118,Marketplace,1,507.72,0.057,507.72,28.94,478.78
PED0042877,2025-03-30 20:26:41,CLI001051,PROD000141,Ecommerce,1,923.4,0.081,923.4,74.8,848.6
PED0013804,2023-07-11 16:00:48,CLI001438,PROD000024,Ecommerce,1,994.54,0.033,994.54,32.82,961.72
PED0035234,2025-08-09 01:46:25,CLI001261,PROD000091,Loja Física,1,628.62,0.041,628.62,25.77,602.85
PED0033269,2025-06-03 04:40:53,CLI001368,PROD000122,Ecommerce,1,131.88,0.143,131.88,18.86,113.02
PED0037092,2025-06-22 15:56:58,CLI000390,PROD000115,Marketplace,1,305.89,0.051,305.89,15.6,290.29
PED0038831,2024-09-21 11:18:33,CLI000583,PROD000042,Loja Física,1,290.3,0.023,290.3,6.68,283.62
PED0000613,2024-08-04 19:28:29,CLI000053,PROD000090,Ecommerce,1,966.69,0.07,966.69,67.67,899.02
PED0012266,2025-04-06 15:27:28,CLI001424,PROD000118,Ecommerce,1,518.22,0.029,518.22,15.03,503.19
PED0020429,2023-05-06 14:33:36,CLI001545,PROD000055,Ecommerce,1,899.92,0.077,899.92,69.29,830.63
PED0017948,2023-12-01 16:56:24,CLI001621,PROD000146,Loja Física,1,213.66,0.11,213.66,23.5,190.16
PED0029775,2024-12-30 14:33:41,CLI001436,PROD000006,Ecommerce,2,348.24,0.07,696.48,48.75,647.73
PED0036726,2025-02-21 14:41:02,CLI001359,PROD000089,Ecommerce,2,602.91,0.091,1205.82,109.73,1096.09
PED0025290,2024-01-04 05:00:52,CLI001821,PROD000084,Ecommerce,2,487.74,0.105,975.48,102.43,873.05
PED0031628,2024-05-01 14:03:11,CLI000770,PROD000063,Marketplace,2,242.96,0.126,485.92,61.23,424.69
PED0010361,2025-03-26 22:25:00,CLI000014,PROD000098,Ecommerce,2,704.65,0.101,1409.3,142.34,1266.96
PED0027639,2024-07-08 12:47:49,CLI000716,PROD000149,Marketplace,2,246.79,0.063,493.58,31.1,462.48
PED0006924,2024-12-04 10:50:37,CLI001337,PROD000051,Ecommerce,2,645.8,0.077,1291.6,99.45,1192.15
PED0012131,2025-02-25 10:22:10,CLI000246,PROD000054,Ecommerce,1,777.4,0.02,777.4,15.55,761.85
PED0006950,2025-07-21 11:29:34,CLI000010,PROD000046,Ecommerce,1,180.15,0.026,180.15,4.68,175.47
PED0032353,2025-02-01 11:05:00,CLI001673,PROD000011,Ecommerce,2,140.03,0.053,280.06,14.84,265.22
PED0007908,2025-02-15 10:01:30,CLI000081,PROD000071,Ecommerce,1,937.46,0.08,937.46,75.0,862.46
PED0026758,2024-10-01 00:14:21,CLI001529,PROD000049,Ecommerce,1,875.49,0.086,875.49,75.29,800.2
PED0004885,2024-07-02 17:19:01,CLI000831,PROD000094,Ecommerce,3,900.78,0.126,2702.34,340.49,2361.85
PED0004598,2025-01-14 09:47:26,CLI000875,PROD000113,Ecommerce,1,704.57,0.067,704.57,47.21,657.36
PED0035094,2023-11-26 20:17:02,CLI000689,PROD000114,Ecommerce,4,610.37,0.07,2441.48,170.9,2270.58
PED0032803,2024-09-23 16:42:15,CLI000444,PROD000080,Marketplace,1,923.45,0.097,923.45,89.57,833.88
PED0034135,2024-09-08 16:14:22,CLI000239,PROD000088,Ecommerce,2,721.14,0.066,1442.28,95.19,1347.09
PED0007551,2024-07-08 18:19:44,CLI000895,PROD000053,Ecommerce,1,29.58,0.004,29.58,0.12,29.46
PED0011350,2024-01-14 17:36:14,CLI000890,PROD000137,Loja Física,3,1021.37,0.052,3064.11,159.33,2904.78
PED0011873,2025-04-23 12:52:55,CLI000104,PROD000002,Ecommerce,1,381.14,0.094,381.14,35.83,345.31
PED0037535,2024-08-02 20:46:23,CLI000173,PROD000121,Loja Física,1,884.65,0.076,884.65,67.23,817.42
PED0024675,2023-04-26 21:41:41,CLI001577,PROD000135,Marketplace,2,544.16,0.035,1088.32,38.09,1050.23
PED0021272,2025-04-13 12:04:57,CLI000591,PROD000113,Ecommerce,1,633.83,0.0,633.83,0.0,633.83
PED0035759,2025-02-13 18:02:22,CLI001120,PROD000124,Ecommerce,2,775.78,0.082,1551.56,127.23,1424.33
PED0019092,2025-02-24 13:23:57,CLI001571,PROD000047,Ecommerce,1,309.77,0.123,309.77,38.1,271.67
PED0013348,2023-11-23 20:21:05,CLI001562,PROD000030,Ecommerce,2,969.99,0.04,1939.98,77.6,1862.38
PED0010526,2025-01-27 19:50:42,CLI001747,PROD000135,Ecommerce,2,602.17,0.0,1204.34,0.0,1204.34
PED0037212,2024-11-07 19:51:19,CLI000091,PROD000136,Ecommerce,1,181.3,0.087,181.3,15.77,165.53
PED0017511,2024-06-14 21:38:03,CLI000592,PROD000078,Ecommerce,5,303.62,0.03,1518.1,45.54,1472.56
PED0000691,2023-11-03 11:17:37,CLI001660,PROD000058,Marketplace,2,1082.86,0.018,2165.72,38.98,2126.74
PED0024999,2024-01-04 20:15:56,CLI000346,PROD000119,Marketplace,1,306.09,0.095,306.09,29.08,277.01
PED0034227,2025-01-17 13:51:45,CLI001491,PROD000074,Loja Física,2,1258.0,0.093,2516.0,233.99,2282.01
PED0026930,2024-06-25 09:05:11,CLI001322,PROD000118,Ecommerce,1,506.86,0.029,506.86,14.7,492.16
PED0031869,2025-04-19 12:28:21,CLI001220,PROD000056,Ecommerce,1,368.34,0.059,368.34,21.73,346.61
PED0019601,2024-04-15 12:58:05,CLI000142,PROD000104,Ecommerce,3,486.98,0.093,1460.94,135.87,1325.07
PED0025703,2024-10-21 12:52:00,CLI001094,PROD000149,Ecommerce,1,254.05,0.03,254.05,7.62,246.43
PED0031922,2025-04-03 12:39:35,CLI000394,PROD000063,Marketplace,3,184.74,0.074,554.22,41.01,513.21
PED0020911,2025-06-01 05:33:57,CLI001372,PROD000146,Marketplace,2,211.59,0.061,423.18,25.81,397.37
PED0030877,2025-03-15 12:01:22,CLI000177,PROD000063,Loja Física,2,205.0,0.058,410.0,23.78,386.22
PED0016649,2023-10-08 15:29:52,CLI001675,PROD000077,Marketplace,1,735.32,0.012,735.32,8.82,726.5
PED0035879,2024-03-02 09:59:56,CLI001217,PROD000044,Loja Física,1,1009.39,0.066,1009.39,66.62,942.77
PED0002883,2025-01-13 20:15:33,CLI001974,PROD000116,Ecommerce,1,1183.43,0.104,1183.43,123.08,1060.35
PED0033555,2025-06-05 16:48:35,CLI001921,PROD000003,Marketplace,2,534.62,0.0,1069.24,0.0,1069.24
PED0001409,2024-01-05 06:51:15,CLI001102,PROD000095,Marketplace,1,1152.48,0.058,1152.48,66.84,1085.64
PED0037592,2025-04-24 20:36:12,CLI001258,PROD000058,Ecommerce,3,1148.26,0.052,3444.78,179.13,3265.65
PED0033880,2025-06-14 09:15:43,CLI000239,PROD000141,Loja Física,2,944.46,0.0,1888.92,0.0,1888.92
PED0022806,2023-05-19 09:55:52,CLI001365,PROD000006,Ecommerce,1,285.91,0.038,285.91,10.86,275.05
PED0039109,2025-06-06 01:04:09,CLI000216,PROD000042,Ecommerce,1,226.82,0.09,226.82,20.41,206.41
PED0018948,2024-03-03 17:18:44,CLI001392,PROD000071,Ecommerce,1,818.36,0.099,818.36,81.02,737.34
PED0031664,2024-08-31 20:58:08,CLI000022,PROD000019,Ecommerce,1,935.62,0.05,935.62,46.78,888.84
PED0014330,2024-12-20 01:46:44,CLI000648,PROD000059,Marketplace,2,681.28,0.031,1362.56,42.24,1320.32
PED0030314,2024-06-27 12:21:35,CLI001110,PROD000002,Marketplace,2,370.87,0.077,741.74,57.11,684.63
PED0019901,2025-07-02 21:45:40,CLI000166,PROD000123,Ecommerce,1,939.95,0.076,939.95,71.44,868.51
PED0026353,2025-02-24 16:55:39,CLI000478,PROD000062,Ecommerce,1,1202.65,0.098,1202.65,117.86,1084.79
PED0034749,2025-03-20 17:50:03,CLI001294,PROD000063,Loja Física,1,183.62,0.1,183.62,18.36,165.26
PED0002851,2025-07-17 19:08:47,CLI001985,PROD000111,Loja Física,1,91.6,0.06,91.6,5.5,86.1
PED0041737,2023-01-27 14:38:14,CLI000083,PROD000096,Ecommerce,4,833.3,0.153,3333.2,509.98,2823.22
PED0042084,2025-06-06 11:54:20,CLI001158,PROD000006,Ecommerce,1,337.82,0.083,337.82,28.04,309.78
PED0007289,2024-04-14 12:16:28,CLI000258,PROD000138,Marketplace,1,190.05,0.08,190.05,15.2,174.85
PED0026712,2024-02-25 11:28:34,CLI000376,PROD000042,Ecommerce,1,237.52,0.019,237.52,4.51,233.01
PED0033751,2025-07-05 14:49:00,CLI000829,PROD000009,Ecommerce,1,454.44,0.11,454.44,49.99,404.45
PED0020819,2025-01-05 19:10:13,CLI001687,PROD000094,Ecommerce,1,806.98,0.065,806.98,52.45,754.53
PED0025102,2023-04-26 17:53:25,CLI000425,PROD000097,Ecommerce,1,318.56,0.108,318.56,34.4,284.16
PED0013857,2024-06-30 19:15:13,CLI001582,PROD000139,Ecommerce,2,870.41,0.0,1740.82,0.0,1740.82
PED0040262,2023-08-25 17:50:15,CLI001678,PROD000048,Ecommerce,1,578.87,0.082,578.87,47.47,531.4
PED0042639,2025-03-31 21:52:46,CLI000093,PROD000023,Ecommerce,1,938.3,0.084,938.3,78.82,859.48
PED0025012,2024-11-22 15:53:28,CLI000020,PROD000130,Ecommerce,3,642.36,0.0,1927.08,0.0,1927.08
PED0043071,2025-01-31 18:23:58,CLI001862,PROD000073,Loja Física,1,447.53,0.0,447.53,0.0,447.53
PED0043893,2025-01-26 19:49:41,CLI000505,PROD000054,Ecommerce,2,950.92,0.069,1901.84,131.23,1770.61
PED0034850,2025-04-16 19:13:44,CLI000403,PROD000064,Ecommerce,1,715.02,0.0,715.02,0.0,715.02
PED0038562,2024-08-01 16:50:32,CLI000959,PROD000007,Marketplace,3,675.96,0.083,2027.88,168.31,1859.57
PED0016113,2024-04-09 17:10:54,CLI001916,PROD000049,Ecommerce,1,779.05,0.104,779.05,81.02,698.03
PED0004095,2025-05-19 17:12:30,CLI001902,PROD000014,Loja Física,1,951.89,0.056,951.89,53.31,898.58
PED0036877,2023-12-08 16:00:37,CLI000138,PROD000103,Loja Física,1,763.54,0.116,763.54,88.57,674.97
PED0028068,2024-04-22 20:00:29,CLI001981,PROD000145,Ecommerce,5,448.21,0.079,2241.05,177.04,2064.01
PED0022665,2024-07-31 18:50:29,CLI001742,PROD000005,Ecommerce,1,828.09,0.084,828.09,69.56,758.53
PED0011224,2025-06-04 16:30:40,CLI000214,PROD000026,Marketplace,1,1065.79,0.001,1065.79,1.07,1064.72
PED0026810,2024-09-20 02:03:20,CLI001698,PROD000138,Ecommerce,1,198.19,0.094,198.19,18.63,179.56
PED0019604,2023-12-29 07:47:28,CLI001029,PROD000101,Ecommerce,1,117.65,0.0,117.65,0.0,117.65
PED0032975,2025-03-29 09:06:53,CLI000186,PROD000081,Loja Física,1,592.57,0.0,592.57,0.0,592.57
PED0019959,2025-01-20 20:40:45,CLI000569,PROD000073,Marketplace,2,452.58,0.039,905.16,35.3,869.86
PED0006751,2023-07-30 19:55:48,CLI001418,PROD000149,Ecommerce,1,217.78,0.045,217.78,9.8,207.98
PED0042097,2024-12-10 06:32:19,CLI001630,PROD000044,Marketplace,1,931.29,0.0,931.29,0.0,931.29
PED0023784,2025-02-07 15:35:45,CLI000029,PROD000075,Marketplace,2,345.87,0.159,691.74,109.99,581.75
PED0041085,2025-04-05 18:41:41,CLI000709,PROD000016,Ecommerce,1,495.41,0.0,495.41,0.0,495.41
PED0040182,2025-08-07 12:46:32,CLI001236,PROD000076,Ecommerce,2,281.2,0.011,562.4,6.19,556.21
PED0014169,2024-06-04 08:08:07,CLI000097,PROD000144,Marketplace,4,1007.33,0.0,4029.32,0.0,4029.32
PED0038179,2025-06-07 15:01:06,CLI001212,PROD000143,Marketplace,3,790.26,0.061,2370.78,144.62,2226.16
