PedidoID,DataHoraVenda,ClienteID,ProdutoID,Canal,Qtde,PrecoUnitario,DescontoPct,ValorBruto,ValorDesconto,ValorLiquido
PED0002935,2025-07-17 13:17:36,CLI000170,PROD000098,Marketplace,1,735.75,0.087,735.75,64.01,671.74
PED0019108,2025-02-27 11:00:49,CLI000940,PROD000085,Ecommerce,1,967.48,0.025,967.48,24.19,943.29
PED0042865,2025-05-11 18:48:24,CLI000871,PROD000013,Loja Física,1,1270.15,0.088,1270.15,111.77,1158.38
PED0042523,2024-09-25 17:20:35,CLI000157,PROD000139,Loja Física,1,766.44,0.084,766.44,64.38,702.06
PED0033064,2024-12-20 09:29:06,CLI001481,PROD000079,Marketplace,1,1009.46,0.011,1009.46,11.1,998.36
PED0012052,2024-08-21 13:28:13,CLI000461,PROD000037,Marketplace,1,1167.61,0.069,1167.61,80.57,1087.04
PED0040097,2025-05-28 16:22:44,CLI000317,PROD000044,Ecommerce,2,908.33,0.049,1816.66,89.02,1727.64
PED0041222,2025-04-19 12:29:26,CLI001460,PROD000061,Ecommerce,1,989.02,0.0,989.02,0.0,989.02
PED0039661,2024-11-02 23:08:12,CLI000932,PROD000102,Ecommerce,1,196.74,0.006,196.74,1.18,195.56
PED0034503,2025-03-08 22:06:53,CLI000895,PROD000016,Ecommerce,1,438.4,0.049,438.4,21.48,416.92
PED0027011,2024-08-29 21:43:36,CLI000097,PROD000136,Marketplace,1,183.46,0.092,183.46,16.88,166.58
PED0043921,2025-04-22 08:52:56,CLI000765,PROD000123,Ecommerce,2,1073.77,0.055,2147.54,118.11,2029.43
PED0032678,2023-04-04 12:34:19,CLI001529,PROD000145,Marketplace,2,385.25,0.035,770.5,26.97,743.53
PED0011823,2025-04-05 10:18:51,CLI000533,PROD000017,Marketplace,2,447.63,0.08,895.26,71.62,823.64
PED0027652,2025-03-14 11:10:57,CLI000542,PROD000098,Ecommerce,3,822.3,0.151,2466.9,372.5,2094.4
PED0011219,2024-09-24 18:18:46,CLI001027,PROD000106,Ecommerce,3,1200.95,0.008,3602.85,28.82,3574.03
PED0043275,2024-01-29 15:20:20,CLI001105,PROD000141,Ecommerce,1,1009.19,0.062,1009.19,62.57,946.62
PED0017949,2023-10-20 14:17:01,CLI000537,PROD000097,Marketplace,1,330.18,0.1,330.18,33.02,297.16
PED0019545,2023-11-18 00:23:22,CLI000564,PROD000013,Ecommerce,1,1256.78,0.145,1256.78,182.23,1074.55
PED0028393,2025-05-11 19:39:19,CLI000809,PROD000128,Ecommerce,1,64.95,0.038,64.95,2.47,62.48
PED0024827,2024-06-26 17:32:31,CLI001672,PROD000004,Loja Física,1,70.71,0.111,70.71,7.85,62.86
PED0026630,2024-07-06 21:07:32,CLI000851,PROD000078,Loja Física,1,281.37,0.0,281.37,0.0,281.37
PED0020844,2024-06-10 14:48:56,CLI000974,PROD000015,Ecommerce,1,787.21,0.032,787.21,25.19,762.02
PED0013635,2024-04-09 20:56:32,CLI001264,PROD000127,Loja Física,1,894.77,0.087,894.77,77.84,816.93
PED0007603,2024-12-08 16:33:43,CLI000953,PROD000032,Ecommerce,1,1067.5,0.083,1067.5,88.6,978.9
PED0027296,2024-10-22 13:17:16,CLI001078,PROD000140,Ecommerce,2,704.55,0.0,1409.1,0.0,1409.1
PED0000351,2024-04-17 15:22:19,CLI001228,PROD000099,Ecommerce,1,346.15,0.064,346.15,22.15,324.0
PED0022632,2024-03-09 11:23:18,CLI000944,PROD000124,Ecommerce,1,755.37,0.071,755.37,53.63,701.74
PED0041132,2024-09-27 14:31:40,CLI001629,PROD000064,Ecommerce,3,659.14,0.1,1977.42,197.74,1779.68
PED0044271,2025-06-13 17:53:40,CLI001845,PROD000109,Marketplace,2,1139.0,0.0,2278.0,0.0,2278.0
PED0016594,2023-10-05 16:30:11,CLI001767,PROD000030,Ecommerce,3,776.42,0.038,2329.26,88.51,2240.75
PED0002331,2024-11-15 18:42:39,CLI001887,PROD000106,Ecommerce,1,1199.62,0.085,1199.62,101.97,1097.65
PED0014331,2024-08-14 20:48:49,CLI000762,PROD000075,Loja Física,2,314.16,0.057,628.32,35.81,592.51
PED0006275,2025-04-03 15:58:04,CLI001287,PROD000050,Ecommerce,2,386.16,0.0,772.32,0.0,772.32
PED0015328,2023-07-04 21:13:01,CLI001932,PROD000106,Ecommerce,1,915.46,0.077,915.46,70.49,844.97
PED0020349,2023-11-20 18:54:50,CLI001163,PROD000022,Marketplace,1,599.2,0.108,599.2,64.71,534.49
PED0012814,2025-05-21 19:49:33,CLI001167,PROD000045,Marketplace,1,187.48,0.087,187.48,16.31,171.17
PED0035720,2024-07-13 11:26:22,CLI000817,PROD000143,Ecommerce,1,716.02,0.046,716.02,32.94,683.08
PED0027257,2024-05-04 16:36:04,CLI001665,PROD000137,Ecommerce,2,1004.66,0.041,2009.32,82.38,1926.94
PED0009049,2025-07-28 19:17:34,CLI001833,PROD000100,Ecommerce,1,190.49,0.073,190.49,13.91,176.58
PED0032804,2024-08-13 20:51:36,CLI001508,PROD000095,Ecommerce,1,1220.79,0.132,1220.79,161.14,1059.65
PED0039526,2025-05-30 05:24:04,CLI000848,PROD000016,Ecommerce,1,406.01,0.14,406.01,56.84,349.17
PED0043346,2025-04-04 10:32:44,CLI000720,PROD000120,Ecommerce,1,1016.81,0.07,1016.81,71.18,945.63
PED0028038,2025-04-29 10:26:27,CLI000208,PROD000104,Loja Física,2,513.54,0.128,1027.08,131.47,895.61
PED0022018,2025-05-24 14:21:35,CLI000682,PROD000023,Marketplace,1,975.75,0.062,975.75,60.5,915.25
PED0032237,2025-07-19 09:00:00,CLI000475,PROD000125,Ecommerce,1,271.43,0.061,271.43,16.56,254.87
PED0012701,2025-01-20 12:38:26,CLI001945,PROD000089,Marketplace,1,501.13,0.067,501.13,33.58,467.55
PED0025481,2025-06-16 14:17:52,CLI001806,PROD000141,Loja Física,1,940.92,0.024,940.92,22.58,918.34
PED0027618,2024-01-09 15:49:29,CLI001557,PROD000043,Ecommerce,1,416.35,0.053,416.35,22.07,394.28
PED0000836,2025-07-01 16:18:03,CLI001832,PROD000002,Ecommerce,1,407.98,0.057,407.98,23.25,384.73
PED0025670,2023-09-23 10:54:11,CLI001591,PROD000108,Ecommerce,1,387.74,0.049,387.74,19.0,368.74
PED0015546,2024-06-21 12:16:56,CLI000753,PROD000105,Ecommerce,1,690.22,0.112,690.22,77.3,612.92
PED0029836,2024-12-26 19:34:01,CLI001501,PROD000125,Marketplace,2,282.16,0.099,564.32,55.87,508.45
PED0025292,2025-06-10 13:24:29,CLI001452,PROD000014,Ecommerce,1,1155.65,0.077,1155.65,88.99,1066.66
PED0015431,2025-02-06 15:40:48,CLI000917,PROD000119,Loja Física,1,317.77,0.064,317.77,20.34,297.43
PED0041826,2025-03-26 18:28:34,CLI000443,PROD000135,Marketplace,3,644.64,0.078,1933.92,150.85,1783.07
PED0018552,2025-04-29 17:02:19,CLI001736,PROD000081,Ecommerce,1,638.74,0.094,638.74,60.04,578.7
PED0042776,2025-02-18 13:04:48,CLI000622,PROD000137,Marketplace,2,1079.3,0.061,2158.6,131.67,2026.93
PED0040755,2024-04-07 20:24:54,CLI001107,PROD000055,Loja Física,1,837.63,0.075,837.63,62.82,774.81
PED0014555,2023-11-23 19:53:19,CLI000852,PROD000068,Ecommerce,1,709.01,0.0,709.01,0.0,709.01
PED0004214,2024-01-02 19:28:26,CLI000355,PROD000065,Ecommerce,3,569.22,0.062,1707.66,105.87,1601.79
PED0037699,2025-05-11 07:41:42,CLI000363,PROD000082,Ecommerce,1,626.99,0.078,626.99,48.91,578.08
PED0018780,2023-08-29 19:15:10,CLI000234,PROD000090,Ecommerce,1,882.22,0.002,882.22,1.76,880.46
PED0038174,2023-07-23 09:46:10,CLI000348,PROD000027,Ecommerce,2,1131.5,0.072,2263.0,162.94,2100.06
PED0034991,2024-06-30 11:09:37,CLI000647,PROD000063,Marketplace,1,242.97,0.148,242.97,35.96,207.01
PED0027391,2025-04-05 17:11:06,CLI001216,PROD000026,Ecommerce,1,1024.65,0.087,1024.65,89.14,935.51
PED0036433,2024-11-03 18:40:47,CLI001455,PROD000119,Marketplace,3,281.72,0.03,845.16,25.35,819.81
PED0043109,2025-03-28 04:02:36,CLI001289,PROD000098,Ecommerce,1,669.87,0.0,669.87,0.0,669.87
PED0002475,2024-02-29 15:05:48,CLI000590,PROD000034,Marketplace,3,1097.53,0.078,3292.59,256.82,3035.77
PED0001987,2024-06-15 20:09:21,CLI001186,PROD000118,Loja Física,3,549.96,0.073,1649.88,120.44,1529.44
PED0034276,2024-02-28 15:12:47,CLI001875,PROD000066,Ecommerce,2,111.13,0.0,222.26,0.0,222.26
PED0003839,2025-04-30 19:45:55,CLI001517,PROD000085,Ecommerce,1,970.44,0.047,970.44,45.61,924.83
PED0033702,2024-05-02 22:43:39,CLI000593,PROD000137,Ecommerce,3,1300.5,0.0,3901.5,0.0,3901.5
PED0012925,2024-03-18 18:53:35,CLI001891,PROD000011,Ecommerce,3,134.91,0.0,404.73,0.0,404.73
PED0026267,2024-07-29 17:20:28,CLI000456,PROD000128,Ecommerce,1,58.26,0.081,58.26,4.72,53.54
PED0036563,2025-02-28 14:13:15,CLI000997,PROD000052,Ecommerce,3,205.2,0.055,615.6,33.86,581.74
PED0019519,2024-09-08 09:47:14,CLI000239,PROD000080,Loja Física,1,1173.43,0.0,1173.43,0.0,1173.43
PED0026757,2023-12-01 22:07:26,CLI001274,PROD000146,Loja Física,1,236.31,0.196,236.31,46.32,189.99
PED0016564,2023-12-02 04:23:18,CLI001695,PROD000094,Ecommerce,1,763.11,0.079,763.11,60.29,702.82
PED0033644,2025-05-05 21:35:41,CLI001082,PROD000111,Ecommerce,2,87.56,0.052,175.12,9.11,166.01
PED0027800,2023-10-27 14:52:38,CLI000940,PROD000060,Marketplace,1,1282.12,0.105,1282.12,134.62,1147.5
PED0003549,2024-11-08 14:50:44,CLI000282,PROD000030,Ecommerce,1,723.69,0.082,723.69,59.34,664.35
PED0013304,2025-04-05 18:55:58,CLI000951,PROD000102,Ecommerce,3,210.28,0.124,630.84,78.22,552.62
PED0023350,2025-01-04 15:12:37,CLI000525,PROD000039,Loja Física,1,75.97,0.118,75.97,8.96,67.01
PED0032727,2025-05-10 10:32:31,CLI001941,PROD000105,Ecommerce,1,713.16,0.092,713.16,65.61,647.55
PED0035244,2023-12-18 18:08:38,CLI001816,PROD000106,Ecommerce,1,1158.63,0.124,1158.63,143.67,1014.96
PED0014022,2024-08-25 21:20:43,CLI001695,PROD000115,Ecommerce,1,258.65,0.038,258.65,9.83,248.82
PED0032047,2024-12-01 16:59:14,CLI000819,PROD000035,Ecommerce,2,382.17,0.084,764.34,64.2,700.14
PED0041510,2023-08-29 20:50:21,CLI001792,PROD000066,Ecommerce,1,103.48,0.043,103.48,4.45,99.03
PED0033775,2024-11-07 11:35:20,CLI001254,PROD000023,Loja Física,1,955.42,0.124,955.42,118.47,836.95
PED0030803,2023-10-14 15:50:09,CLI000336,PROD000029,Ecommerce,1,140.41,0.03,140.41,4.21,136.2
PED0017606,2024-03-15 22:06:07,CLI001932,PROD000054,Ecommerce,1,967.51,0.108,967.51,104.49,863.02
PED0042363,2023-11-03 19:51:23,CLI001662,PROD000086,Ecommerce,1,914.88,0.086,914.88,78.68,836.2
PED0012799,2025-01-31 09:02:03,CLI001985,PROD000025,Loja Física,1,597.1,0.102,597.1,60.9,536.2
PED0016256,2025-02-04 15:50:59,CLI000308,PROD000026,Ecommerce,1,1072.48,0.027,1072.48,28.96,1043.52
PED0005270,2025-04-04 09:09:08,CLI001855,PROD000144,Ecommerce,1,1215.26,0.142,1215.26,172.57,1042.69
PED0024246,2025-05-20 06:05:35,CLI000949,PROD000145,Ecommerce,2,417.23,0.022,834.46,18.36,816.1
PED0021728,2025-03-25 17:26:30,CLI001143,PROD000045,Ecommerce,1,217.24,0.033,217.24,7.17,210.07
PED0026260,2025-08-03 18:23:59,CLI001778,PROD000068,Marketplace,1,692.9,0.002,692.9,1.39,691.51
PED0006481,2024-03-09 18:44:04,CLI001941,PROD000071,Ecommerce,1,908.43,0.112,908.43,101.74,806.69
PED0034184,2023-06-25 10:15:39,CLI000710,PROD000026,Ecommerce,2,1059.86,0.0,2119.72,0.0,2119.72
PED0013707,2025-04-24 13:58:04,CLI000594,PROD000115,Ecommerce,1,307.85,0.049,307.85,15.08,292.77
PED0003070,2025-02-07 08:37:09,CLI000738,PROD000112,Ecommerce,1,605.22,0.089,605.22,53.86,551.36
PED0042405,2023-07-01 01:19:03,CLI001337,PROD000105,Loja Física,1,608.36,0.019,608.36,11.56,596.8
PED0030614,2023-07-31 04:19:17,CLI001208,PROD000004,Ecommerce,2,76.27,0.0,152.54,0.0,152.54
PED0016419,2024-12-01 18:15:22,CLI000728,PROD000148,Ecommerce,1,470.19,0.045,470.19,21.16,449.03
PED0001602,2025-06-15 23:35:09,CLI000393,PROD000025,Ecommerce,1,594.69,0.033,594.69,19.62,575.07
PED0022854,2025-04-05 13:42:32,CLI000844,PROD000053,Ecommerce,2,29.46,0.068,58.92,4.01,54.91
PED0036517,2024-01-11 05:09:59,CLI001212,PROD000076,Marketplace,2,312.98,0.03,625.96,18.78,607.18
PED0024266,2024-05-03 22:22:27,CLI001678,PROD000064,Marketplace,1,866.59,0.093,866.59,80.59,786.0
PED0031577,2023-04-25 06:16:22,CLI000528,PROD000124,Ecommerce,1,761.44,0.05,761.44,38.07,723.37
PED0030092,2024-01-19 15:12:30,CLI001287,PROD000029,Ecommerce,1,143.25,0.016,143.25,2.29,140.96
PED0029335,2024-09-27 12:06:25,CLI001629,PROD000125,Ecommerce,2,282.29,0.079,564.58,44.6,519.98
PED0003310,2025-07-14 01:07:39,CLI001074,PROD000061,Ecommerce,1,1027.41,0.117,1027.41,120.21,907.2
PED0010192,2024-03-13 12:05:55,CLI000114,PROD000060,Loja Física,1,1349.31,0.0,1349.31,0.0,1349.31
PED0030753,2024-02-07 17:20:25,CLI000545,PROD000023,Loja Física,1,980.02,0.013,980.02,12.74,967.28
PED0009624,2024-11-10 21:40:25,CLI000286,PROD000048,Marketplace,2,588.92,0.0,1177.84,0.0,1177.84
PED0020129,2025-04-05 14:14:07,CLI000533,PROD000099,Loja Física,3,305.96,0.075,917.88,68.84,849.04
PED0012103,2025-03-30 19:41:44,CLI001051,PROD000006,Ecommerce,1,321.38,0.098,321.38,31.5,289.88
PED0044289,2024-05-28 13:27:14,CLI001766,PROD000086,Ecommerce,1,805.67,0.0,805.67,0.0,805.67
PED0014368,2025-06-29 14:45:22,CLI001950,PROD000134,Ecommerce,1,234.67,0.088,234.67,20.65,214.02
PED0030105,2024-12-01 20:39:00,CLI000728,PROD000148,Marketplace,1,550.73,0.087,550.73,47.91,502.82
PED0023347,2023-11-18 14:12:43,CLI000400,PROD000060,Loja Física,2,1036.81,0.122,2073.62,252.98,1820.64
PED0043276,2024-12-07 17:18:57,CLI001303,PROD000024,Marketplace,1,998.31,0.05,998.31,49.92,948.39
PED0035348,2025-04-24 18:04:17,CLI000594,PROD000124,Ecommerce,1,739.21,0.026,739.21,19.22,719.99
PED0014212,2024-11-23 19:56:39,CLI001154,PROD000131,Marketplace,2,229.07,0.095,458.14,43.52,414.62
PED0020800,2024-06-09 14:15:50,CLI001772,PROD000043,Ecommerce,1,350.78,0.065,350.78,22.8,327.98
PED0019110,2023-12-27 09:50:43,CLI000911,PROD000133,Loja Física,1,354.16,0.113,354.16,40.02,314.14
PED0016574,2025-06-22 03:38:48,CLI001030,PROD000032,Ecommerce,1,945.81,0.0,945.81,0.0,945.81
PED0038703,2024-11-19 09:43:50,CLI000356,PROD000123,Marketplace,2,820.29,0.03,1640.58,49.22,1591.36
PED0001980,2025-04-14 06:52:52,CLI001169,PROD000024,Ecommerce,4,814.32,0.042,3257.28,136.81,3120.47
PED0039967,2024-11-23 12:14:52,CLI000362,PROD000030,Ecommerce,1,858.26,0.0,858.26,0.0,858.26
PED0043493,2024-07-04 15:19:54,CLI000124,PROD000095,Ecommerce,1,1135.51,0.0,1135.51,0.0,1135.51
PED0000579,2025-05-20 09:38:15,CLI000978,PROD000135,Ecommerce,1,680.51,0.126,680.51,85.74,594.77
PED0027138,2025-07-10 20:48:23,CLI001380,PROD000143,Marketplace,1,860.36,0.094,860.36,80.87,779.49
PED0017101,2025-07-05 01:08:42,CLI000748,PROD000084,Ecommerce,1,544.05,0.0,544.05,0.0,544.05
PED0010275,2024-06-09 11:15:11,CLI001772,PROD000030,Ecommerce,1,781.83,0.022,781.83,17.2,764.63
PED0003502,2024-01-05 15:46:53,CLI001423,PROD000081,Loja Física,1,623.31,0.05,623.31,31.17,592.14
PED0026711,2023-06-14 15:22:21,CLI001366,PROD000027,Marketplace,2,1131.79,0.02,2263.58,45.27,2218.31
PED0004954,2024-03-10 13:56:36,CLI001965,PROD000013,Ecommerce,2,1164.19,0.103,2328.38,239.82,2088.56
PED0036414,2024-10-27 15:30:20,CLI000375,PROD000128,Ecommerce,2,70.46,0.13,140.92,18.32,122.6
PED0021398,2024-06-22 11:15:01,CLI000739,PROD000011,Ecommerce,1,121.69,0.11,121.69,13.39,108.3
PED0037937,2023-03-20 09:20:06,CLI001694,PROD000097,Ecommerce,2,367.74,0.025,735.48,18.39,717.09
PED0040707,2024-08-13 20:43:55,CLI001508,PROD000128,Marketplace,2,74.72,0.08,149.44,11.96,137.48
PED0023485,2025-03-16 11:58:32,CLI000160,PROD000085,Ecommerce,5,738.72,0.102,3693.6,376.75,3316.85
PED0025810,2025-07-02 16:09:20,CLI001382,PROD000149,Marketplace,2,272.58,0.008,545.16,4.36,540.8
PED0030871,2023-11-18 10:57:46,CLI000224,PROD000121,Ecommerce,1,959.15,0.013,959.15,12.47,946.68
PED0020200,2025-07-01 12:50:42,CLI001627,PROD000058,Ecommerce,1,1161.81,0.062,1161.81,72.03,1089.78
PED0015684,2023-12-29 09:18:03,CLI000213,PROD000046,Marketplace,2,198.56,0.148,397.12,58.77,338.35
PED0027551,2024-03-02 18:36:11,CLI000515,PROD000044,Ecommerce,1,996.6,0.149,996.6,148.49,848.11
PED0011746,2025-05-12 12:14:52,CLI000749,PROD000061,Marketplace,1,904.83,0.0,904.83,0.0,904.83
PED0019925,2025-01-10 19:12:10,CLI000818,PROD000007,Ecommerce,1,700.21,0.152,700.21,106.43,593.78
PED0031968,2024-03-20 01:21:09,CLI001653,PROD000014,Ecommerce,1,977.03,0.088,977.03,85.98,891.05
PED0038382,2024-10-29 11:39:53,CLI000787,PROD000074,Ecommerce,1,1296.93,0.097,1296.93,125.8,1171.13
PED0042690,2025-07-31 08:20:34,CLI000423,PROD000027,Ecommerce,1,1195.51,0.057,1195.51,68.14,1127.37
PED0022039,2025-01-26 18:16:36,CLI000781,PROD000075,Marketplace,2,339.94,0.05,679.88,33.99,645.89
PED0010480,2024-12-14 19:12:01,CLI000432,PROD000108,Ecommerce,1,403.36,0.018,403.36,7.26,396.1
PED0025008,2023-09-26 12:37:20,CLI000789,PROD000068,Ecommerce,2,593.45,0.032,1186.9,37.98,1148.92
PED0011727,2025-07-16 21:39:53,CLI000395,PROD000089,Ecommerce,4,519.56,0.077,2078.24,160.02,1918.22
PED0002659,2025-05-11 19:46:50,CLI000554,PROD000012,Ecommerce,2,741.98,0.052,1483.96,77.17,1406.79
PED0011940,2023-08-10 10:44:40,CLI000352,PROD000004,Ecommerce,1,71.38,0.0,71.38,0.0,71.38
PED0015753,2025-04-05 17:08:43,CLI000844,PROD000046,Marketplace,1,236.19,0.123,236.19,29.05,207.14
PED0020182,2025-05-05 11:55:59,CLI001635,PROD000008,Ecommerce,1,824.74,0.042,824.74,34.64,790.1
PED0022379,2025-08-04 12:10:33,CLI001492,PROD000008,Ecommerce,1,830.86,0.098,830.86,81.42,749.44
PED0031218,2024-07-10 18:00:37,CLI001488,PROD000082,Ecommerce,2,545.58,0.068,1091.16,74.2,1016.96
PED0043496,2025-04-01 12:51:45,CLI001063,PROD000086,Marketplace,1,841.42,0.092,841.42,77.41,764.01
PED0002065,2025-05-11 15:55:31,CLI000949,PROD000110,Ecommerce,1,426.17,0.042,426.17,17.9,408.27
PED0017610,2023-08-23 13:49:21,CLI000491,PROD000087,Ecommerce,2,1035.08,0.111,2070.16,229.79,1840.37
PED0040860,2023-06-23 07:58:11,CLI001213,PROD000030,Ecommerce,1,773.48,0.083,773.48,64.2,709.28
PED0016242,2025-04-27 19:27:14,CLI001714,PROD000147,Loja Física,1,823.06,0.128,823.06,105.35,717.71
PED0023767,2025-04-01 17:28:04,CLI000530,PROD000066,Ecommerce,4,110.66,0.046,442.64,20.36,422.28
