PedidoID,DataHoraVenda,ClienteID,ProdutoID,Canal,Qtde,PrecoUnitario,DescontoPct,ValorBruto,ValorDesconto,ValorLiquido
PED0038263,2025-03-23 11:56:54,CLI000234,PROD000106,Loja Física,1,1094.2,0.008,1094.2,8.75,1085.45
PED0028264,2024-01-21 20:08:50,CLI000793,PROD000071,Ecommerce,2,938.21,0.023,1876.42,43.16,1833.26
PED0011355,2025-03-26 03:12:52,CLI000055,PROD000127,Marketplace,1,956.18,0.08,956.18,76.49,879.69
PED0000065,2024-04-09 06:24:24,CLI001919,PROD000055,Ecommerce,3,1000.82,0.048,3002.46,144.12,2858.34
PED0041696,2025-07-07 13:15:50,CLI000441,PROD000089,Ecommerce,1,595.81,0.191,595.81,113.8,482.01
PED0041455,2025-06-14 12:47:20,CLI001846,PROD000114,Marketplace,1,696.67,0.172,696.67,119.83,576.84
PED0013832,2025-03-27 15:05:04,CLI000032,PROD000029,Ecommerce,1,167.18,0.131,167.18,21.9,145.28
PED0021625,2025-05-04 01:16:44,CLI001559,PROD000091,Ecommerce,2,633.65,0.024,1267.3,30.42,1236.88
PED0027142,2025-02-01 12:11:11,CLI001182,PROD000036,Ecommerce,1,328.1,0.096,328.1,31.5,296.6
PED0037232,2024-08-13 11:14:05,CLI001542,PROD000109,Loja Física,1,1173.62,0.128,1173.62,150.22,1023.4
PED0013889,2025-01-05 10:55:11,CLI001440,PROD000020,Ecommerce,1,1145.27,0.0,1145.27,0.0,1145.27
PED0015094,2024-11-07 17:21:36,CLI001427,PROD000079,Ecommerce,1,1073.9,0.084,1073.9,90.21,983.69
PED0022841,2025-08-09 00:27:51,CLI000149,PROD000040,Ecommerce,1,89.69,0.0,89.69,0.0,89.69
PED0032367,2023-12-28 20:20:20,CLI001416,PROD000029,Ecommerce,3,154.1,0.0,462.3,0.0,462.3
PED0037357,2024-03-13 05:42:17,CLI001872,PROD000028,Loja Física,3,834.42,0.067,2503.26,167.72,2335.54
PED0020236,2025-03-11 02:22:57,CLI001168,PROD000005,Loja Física,2,816.51,0.081,1633.02,132.27,1500.75
PED0007794,2024-10-27 18:23:36,CLI000295,PROD000128,Loja Física,2,64.79,0.0,129.58,0.0,129.58
PED0024155,2025-04-03 20:21:52,CLI000791,PROD000039,Ecommerce,2,85.63,0.023,171.26,3.94,167.32
PED0039113,2024-02-02 09:07:57,CLI000648,PROD000138,Marketplace,2,156.81,0.006,313.62,1.88,311.74
PED0025976,2025-07-02 11:55:11,CLI000947,PROD000074,Ecommerce,1,1338.76,0.019,1338.76,25.44,1313.32
PED0026636,2023-05-15 09:24:13,CLI000568,PROD000083,Marketplace,3,458.24,0.149,1374.72,204.83,1169.89
PED0026927,2024-05-18 08:04:42,CLI000431,PROD000100,Marketplace,1,199.39,0.004,199.39,0.8,198.59
PED0009388,2025-04-04 20:46:48,CLI000700,PROD000130,Marketplace,2,663.68,0.11,1327.36,146.01,1181.35
PED0040729,2023-10-12 18:55:32,CLI000132,PROD000108,Ecommerce,1,358.89,0.032,358.89,11.48,347.41
PED0025742,2025-07-26 06:00:40,CLI001895,PROD000093,Loja Física,1,553.71,0.077,553.71,42.64,511.07
PED0004451,2025-02-22 16:04:52,CLI001373,PROD000106,Marketplace,1,1108.17,0.024,1108.17,26.6,1081.57
PED0020320,2024-10-27 14:56:28,CLI000295,PROD000071,Loja Física,1,1074.58,0.162,1074.58,174.08,900.5
PED0030188,2024-08-24 01:34:34,CLI000763,PROD000044,Ecommerce,2,964.14,0.0,1928.28,0.0,1928.28
PED0017318,2024-02-02 20:49:56,CLI000061,PROD000058,Ecommerce,1,1072.05,0.0,1072.05,0.0,1072.05
PED0029053,2025-01-15 16:35:26,CLI001818,PROD000001,Loja Física,1,374.74,0.046,374.74,17.24,357.5
PED0019492,2023-09-26 12:55:43,CLI001437,PROD000017,Ecommerce,1,540.62,0.079,540.62,42.71,497.91
PED0031287,2024-10-05 18:31:31,CLI001538,PROD000142,Loja Física,3,1054.01,0.093,3162.03,294.07,2867.96
PED0030033,2025-06-23 12:23:50,CLI001095,PROD000131,Loja Física,1,189.01,0.112,189.01,21.17,167.84
PED0019867,2025-04-08 15:36:46,CLI000688,PROD000098,Ecommerce,1,841.58,0.0,841.58,0.0,841.58
PED0014483,2025-07-08 01:31:45,CLI001116,PROD000098,Ecommerce,1,735.45,0.042,735.45,30.89,704.56
PED0043636,2025-05-24 19:32:29,CLI001297,PROD000044,Ecommerce,1,781.91,0.0,781.91,0.0,781.91
PED0034648,2024-06-26 13:00:16,CLI000029,PROD000003,Ecommerce,2,632.82,0.154,1265.64,194.91,1070.73
PED0002888,2023-09-11 13:18:28,CLI000447,PROD000051,Marketplace,2,632.57,0.096,1265.14,121.45,1143.69
PED0026996,2025-04-01 10:34:58,CLI001051,PROD000056,Ecommerce,2,332.67,0.052,665.34,34.6,630.74
PED0025051,2024-12-27 23:13:46,CLI000231,PROD000106,Ecommerce,1,1148.65,0.128,1148.65,147.03,1001.62
PED0019507,2023-11-15 08:55:39,CLI000136,PROD000137,Ecommerce,1,991.87,0.13,991.87,128.94,862.93
PED0006191,2024-09-02 23:28:02,CLI001189,PROD000131,Ecommerce,2,222.34,0.061,444.68,27.13,417.55
PED0016799,2024-12-20 19:36:40,CLI001070,PROD000060,Ecommerce,1,1064.65,0.071,1064.65,75.59,989.06
PED0038037,2025-05-13 21:36:39,CLI000846,PROD000117,Loja Física,1,768.0,0.106,768.0,81.41,686.59
PED0018260,2024-06-19 10:22:26,CLI000116,PROD000057,Ecommerce,2,755.14,0.07,1510.28,105.72,1404.56
PED0042470,2024-08-02 10:05:52,CLI000529,PROD000129,Ecommerce,1,1215.93,0.046,1215.93,55.93,1160.0
PED0010341,2024-01-02 18:33:36,CLI001999,PROD000117,Marketplace,1,670.72,0.072,670.72,48.29,622.43
PED0019377,2024-08-22 14:34:41,CLI001382,PROD000106,Loja Física,1,1115.03,0.127,1115.03,141.61,973.42
PED0014732,2024-09-19 00:07:07,CLI001213,PROD000136,Ecommerce,1,151.01,0.046,151.01,6.95,144.06
PED0003459,2025-01-29 02:06:29,CLI000959,PROD000126,Loja Física,2,600.29,0.057,1200.58,68.43,1132.15
PED0030448,2024-10-24 16:00:29,CLI000853,PROD000136,Ecommerce,3,154.38,0.07,463.14,32.42,430.72
PED0015953,2023-12-21 11:20:28,CLI001013,PROD000011,Ecommerce,1,129.15,0.0,129.15,0.0,129.15
PED0012998,2024-06-01 05:43:08,CLI000155,PROD000005,Ecommerce,1,784.34,0.097,784.34,76.08,708.26
PED0033287,2024-10-22 12:49:55,CLI001289,PROD000095,Ecommerce,1,990.65,0.094,990.65,93.12,897.53
PED0018836,2023-09-04 09:30:18,CLI000104,PROD000067,Loja Física,1,213.09,0.122,213.09,26.0,187.09
PED0026417,2025-01-28 13:36:59,CLI001372,PROD000048,Ecommerce,1,482.54,0.023,482.54,11.1,471.44
PED0026539,2024-05-09 16:36:10,CLI001619,PROD000081,Ecommerce,1,578.62,0.0,578.62,0.0,578.62
PED0044307,2025-01-16 08:58:04,CLI001466,PROD000055,Marketplace,1,819.62,0.028,819.62,22.95,796.67
PED0030885,2025-01-09 19:22:18,CLI000008,PROD000005,Marketplace,1,658.07,0.045,658.07,29.61,628.46
PED0039269,2024-05-06 23:09:51,CLI000602,PROD000032,Ecommerce,3,960.82,0.063,2882.46,181.59,2700.87
PED0012366,2025-06-10 13:36:42,CLI000324,PROD000024,Ecommerce,2,784.13,0.065,1568.26,101.94,1466.32
PED0035948,2024-04-03 19:23:16,CLI001908,PROD000116,Marketplace,1,910.15,0.197,910.15,179.3,730.85
PED0001219,2025-01-26 12:48:19,CLI000408,PROD000030,Ecommerce,1,907.43,0.09,907.43,81.67,825.76
PED0038622,2024-10-19 17:32:25,CLI001387,PROD000015,Marketplace,3,770.36,0.039,2311.08,90.13,2220.95
PED0013234,2023-12-14 04:22:58,CLI000962,PROD000094,Marketplace,1,971.43,0.094,971.43,91.31,880.12
PED0037823,2024-07-06 20:31:15,CLI001649,PROD000132,Ecommerce,2,1186.56,0.0,2373.12,0.0,2373.12
PED0031913,2025-04-24 20:45:17,CLI000007,PROD000062,Loja Física,1,1175.12,0.078,1175.12,91.66,1083.46
PED0021344,2024-08-18 09:47:36,CLI000382,PROD000074,Marketplace,1,1261.04,0.0,1261.04,0.0,1261.04
PED0005137,2024-08-09 09:08:38,CLI001304,PROD000019,Ecommerce,1,1020.3,0.024,1020.3,24.49,995.81
PED0031506,2025-05-03 11:17:23,CLI000943,PROD000113,Ecommerce,5,730.0,0.069,3650.0,251.85,3398.15
PED0002269,2025-04-13 21:48:12,CLI000148,PROD000005,Ecommerce,2,649.54,0.068,1299.08,88.34,1210.74
PED0009975,2023-08-25 16:49:15,CLI001678,PROD000150,Ecommerce,4,483.83,0.117,1935.32,226.43,1708.89
PED0035478,2024-02-26 20:51:13,CLI001378,PROD000024,Marketplace,1,852.33,0.128,852.33,109.1,743.23
PED0038146,2023-12-01 20:38:36,CLI001286,PROD000145,Marketplace,1,410.13,0.071,410.13,29.12,381.01
PED0036393,2024-11-02 08:52:39,CLI000919,PROD000097,Ecommerce,1,386.94,0.11,386.94,42.56,344.38
PED0027675,2025-08-01 19:32:20,CLI000514,PROD000018,Ecommerce,1,1173.4,0.06,1173.4,70.4,1103.0
PED0029421,2023-05-02 10:04:26,CLI001810,PROD000004,Ecommerce,3,86.13,0.048,258.39,12.4,245.99
PED0042524,2025-04-19 17:09:29,CLI000472,PROD000085,Ecommerce,1,941.21,0.085,941.21,80.0,861.21
PED0033802,2024-02-12 14:33:07,CLI000406,PROD000136,Marketplace,1,157.96,0.081,157.96,12.79,145.17
PED0003484,2024-10-17 13:47:22,CLI001144,PROD000070,Marketplace,2,175.04,0.027,350.08,9.45,340.63
PED0030803,2025-01-22 08:59:28,CLI001995,PROD000063,Ecommerce,1,201.79,0.044,201.79,8.88,192.91
PED0003995,2025-07-21 19:39:40,CLI001501,PROD000078,Ecommerce,3,259.09,0.045,777.27,34.98,742.29
PED0020500,2024-04-03 15:22:22,CLI000023,PROD000066,Marketplace,3,100.78,0.035,302.34,10.58,291.76
PED0026185,2024-04-25 07:37:13,CLI000049,PROD000087,Ecommerce,2,1067.98,0.049,2135.96,104.66,2031.3
PED0028282,2025-05-16 10:17:55,CLI000531,PROD000140,Ecommerce,1,783.29,0.0,783.29,0.0,783.29
PED0021213,2024-05-07 21:15:20,CLI000083,PROD000114,Loja Física,1,742.93,0.13,742.93,96.58,646.35
PED0035259,2025-06-17 22:13:07,CLI001272,PROD000021,Ecommerce,1,597.67,0.056,597.67,33.47,564.2
PED0010616,2024-05-15 07:43:37,CLI001856,PROD000046,Marketplace,1,205.18,0.027,205.18,5.54,199.64
PED0002924,2023-12-05 18:46:39,CLI000792,PROD000086,Ecommerce,2,955.3,0.039,1910.6,74.51,1836.09
PED0032168,2025-05-12 14:04:15,CLI000988,PROD000115,Marketplace,3,297.7,0.083,893.1,74.13,818.97
PED0015593,2025-07-30 20:31:02,CLI001288,PROD000016,Ecommerce,1,420.06,0.021,420.06,8.82,411.24
PED0010697,2023-12-05 14:41:46,CLI000897,PROD000044,Ecommerce,1,909.1,0.104,909.1,94.55,814.55
PED0010016,2024-05-02 16:06:39,CLI000518,PROD000018,Ecommerce,1,1323.69,0.076,1323.69,100.6,1223.09
PED0000776,2024-09-13 15:01:31,CLI000545,PROD000025,Ecommerce,1,569.92,0.031,569.92,17.67,552.25
PED0019345,2024-07-23 11:57:16,CLI000604,PROD000149,Ecommerce,1,255.2,0.072,255.2,18.37,236.83
PED0033706,2025-04-22 08:22:11,CLI000036,PROD000081,Ecommerce,2,537.5,0.089,1075.0,95.68,979.32
PED0024661,2024-08-28 17:51:32,CLI000816,PROD000036,Ecommerce,1,320.13,0.121,320.13,38.74,281.39
PED0021934,2023-10-02 16:44:29,CLI001185,PROD000001,Ecommerce,1,411.76,0.039,411.76,16.06,395.7
PED0033553,2025-02-14 22:41:12,CLI000779,PROD000007,Loja Física,1,683.19,0.019,683.19,12.98,670.21
PED0037913,2024-06-28 04:11:06,CLI001748,PROD000041,Ecommerce,1,366.95,0.02,366.95,7.34,359.61
PED0020609,2025-02-02 11:38:15,CLI001927,PROD000108,Ecommerce,1,382.8,0.145,382.8,55.51,327.29
PED0015566,2025-02-08 02:35:38,CLI000045,PROD000053,Marketplace,2,26.38,0.107,52.76,5.65,47.11
PED0035076,2025-01-26 17:46:43,CLI001396,PROD000112,Ecommerce,2,589.24,0.035,1178.48,41.25,1137.23
PED0041259,2024-05-09 09:14:14,CLI000763,PROD000109,Ecommerce,1,977.54,0.12,977.54,117.3,860.24
PED0002722,2023-11-06 13:20:16,CLI001919,PROD000008,Marketplace,1,694.5,0.104,694.5,72.23,622.27
PED0011003,2025-06-23 16:03:37,CLI001805,PROD000078,Ecommerce,2,306.01,0.073,612.02,44.68,567.34
PED0015745,2025-05-02 02:01:48,CLI001928,PROD000090,Ecommerce,2,1111.04,0.0,2222.08,0.0,2222.08
PED0012794,2024-09-30 14:59:17,CLI001868,PROD000082,Ecommerce,3,608.25,0.079,1824.75,144.16,1680.59
PED0014935,2023-08-27 21:47:17,CLI000527,PROD000047,Loja Física,3,283.23,0.034,849.69,28.89,820.8
PED0031728,2025-05-19 18:49:31,CLI001788,PROD000116,Ecommerce,2,1117.67,0.063,2235.34,140.83,2094.51
PED0004069,2024-06-20 16:34:30,CLI000500,PROD000108,Ecommerce,2,320.69,0.001,641.38,0.64,640.74
PED0026031,2023-12-12 16:54:36,CLI001713,PROD000133,Ecommerce,1,385.36,0.0,385.36,0.0,385.36
PED0019958,2025-01-09 09:51:06,CLI000462,PROD000125,Ecommerce,2,247.43,0.076,494.86,37.61,457.25
PED0035324,2024-09-04 14:27:37,CLI001039,PROD000042,Ecommerce,2,287.37,0.065,574.74,37.36,537.38
PED0006798,2025-02-24 19:06:18,CLI000478,PROD000077,Loja Física,2,640.49,0.0,1280.98,0.0,1280.98
PED0014629,2024-10-11 13:01:38,CLI000115,PROD000061,Ecommerce,1,1097.72,0.114,1097.72,125.14,972.58
PED0038729,2024-09-21 16:43:26,CLI000583,PROD000046,Ecommerce,1,206.09,0.027,206.09,5.56,200.53
PED0015195,2025-03-09 04:58:46,CLI001843,PROD000103,Loja Física,1,734.25,0.104,734.25,76.36,657.89
PED0032578,2023-06-17 10:57:04,CLI001242,PROD000079,Loja Física,1,1225.72,0.108,1225.72,132.38,1093.34
PED0010201,2024-02-13 18:02:03,CLI000645,PROD000041,Ecommerce,1,405.55,0.049,405.55,19.87,385.68
PED0022617,2024-09-08 17:18:10,CLI000347,PROD000015,Ecommerce,1,832.11,0.029,832.11,24.13,807.98
PED0012668,2025-06-07 11:31:46,CLI000783,PROD000148,Ecommerce,1,534.82,0.069,534.82,36.9,497.92
PED0032581,2025-01-14 11:37:34,CLI000875,PROD000128,Loja Física,1,75.8,0.08,75.8,6.06,69.74
PED0036081,2025-02-03 12:39:24,CLI001849,PROD000007,Loja Física,4,604.89,0.058,2419.56,140.33,2279.23
PED0018124,2025-04-01 15:00:18,CLI000661,PROD000066,Ecommerce,4,94.19,0.065,376.76,24.49,352.27
PED0019394,2025-04-15 09:36:26,CLI000280,PROD000121,Ecommerce,1,1033.39,0.061,1033.39,63.04,970.35
PED0031599,2025-04-08 16:01:54,CLI001896,PROD000006,Ecommerce,2,306.7,0.0,613.4,0.0,613.4
PED0039051,2025-03-04 18:08:13,CLI001555,PROD000105,Ecommerce,1,667.84,0.115,667.84,76.8,591.04
PED0035355,2025-06-21 14:56:15,CLI000977,PROD000112,Marketplace,1,609.2,0.0,609.2,0.0,609.2
PED0015157,2025-02-16 19:24:45,CLI001170,PROD000133,Marketplace,1,323.8,0.0,323.8,0.0,323.8
PED0011653,2024-10-24 19:45:58,CLI000853,PROD000047,Marketplace,1,350.6,0.03,350.6,10.52,340.08
PED0023431,2024-10-14 19:37:38,CLI000216,PROD000018,Loja Física,1,1199.18,0.052,1199.18,62.36,1136.82
PED0012036,2024-02-23 11:17:16,CLI001315,PROD000060,Ecommerce,1,1264.74,0.042,1264.74,53.12,1211.62
PED0023180,2024-09-09 23:39:14,CLI000935,PROD000029,Ecommerce,1,179.33,0.022,179.33,3.95,175.38
PED0022496,2025-04-02 14:05:20,CLI000035,PROD000009,Ecommerce,1,547.34,0.0,547.34,0.0,547.34
PED0007143,2023-08-24 02:34:19,CLI000013,PROD000114,Ecommerce,1,648.94,0.061,648.94,39.59,609.35
PED0020030,2025-04-06 16:23:54,CLI001333,PROD000148,Marketplace,1,606.27,0.132,606.27,80.03,526.24
PED0018239,2025-06-21 12:08:03,CLI000977,PROD000061,Ecommerce,1,922.06,0.073,922.06,67.31,854.75
PED0031186,2025-06-16 09:27:38,CLI001453,PROD000073,Ecommerce,1,462.25,0.093,462.25,42.99,419.26
PED0027664,2024-12-18 09:55:41,CLI001693,PROD000044,Ecommerce,2,834.3,0.135,1668.6,225.26,1443.34
PED0021315,2023-11-30 10:52:50,CLI001525,PROD000026,Loja Física,4,974.23,0.17,3896.92,662.48,3234.44
PED0019363,2024-06-02 16:13:33,CLI000156,PROD000069,Ecommerce,1,174.07,0.013,174.07,2.26,171.81
PED0005120,2024-09-04 08:10:44,CLI001197,PROD000028,Ecommerce,1,887.07,0.083,887.07,73.63,813.44
PED0029337,2025-07-30 20:38:32,CLI000714,PROD000114,Loja Física,1,609.54,0.087,609.54,53.03,556.51
PED0010795,2024-04-26 04:45:25,CLI000379,PROD000008,Marketplace,1,776.22,0.026,776.22,20.18,756.04
PED0025695,2023-12-21 17:57:32,CLI001591,PROD000059,Ecommerce,1,727.87,0.121,727.87,88.07,639.8
PED0032231,2023-11-17 02:56:50,CLI000091,PROD000037,Ecommerce,1,1265.27,0.126,1265.27,159.42,1105.85
PED0022816,2025-02-12 19:53:49,CLI001144,PROD000017,Loja Física,1,539.19,0.037,539.19,19.95,519.24
PED0009095,2025-02-02 17:53:09,CLI000483,PROD000104,Ecommerce,1,498.55,0.043,498.55,21.44,477.11
PED0039893,2024-09-25 20:52:19,CLI000157,PROD000029,Loja Física,3,155.67,0.023,467.01,10.74,456.27
PED0031258,2024-07-21 17:19:05,CLI001612,PROD000096,Ecommerce,3,939.62,0.057,2818.86,160.68,2658.18
PED0033305,2025-06-10 19:17:34,CLI001219,PROD000071,Loja Física,2,830.97,0.028,1661.94,46.53,1615.41
PED0042274,2024-04-12 09:12:06,CLI000149,PROD000037,Loja Física,3,1028.81,0.066,3086.43,203.7,2882.73
PED0011726,2023-03-14 20:40:38,CLI001314,PROD000104,Ecommerce,2,547.79,0.099,1095.58,108.46,987.12
PED0015689,2025-01-07 17:43:03,CLI001073,PROD000146,Loja Física,1,192.37,0.02,192.37,3.85,188.52
PED0011564,2024-04-27 12:21:39,CLI000491,PROD000036,Loja Física,1,341.35,0.107,341.35,36.52,304.83
PED0015695,2025-03-16 04:30:35,CLI000885,PROD000115,Loja Física,1,250.51,0.064,250.51,16.03,234.48
PED0021384,2023-11-18 14:20:41,CLI000224,PROD000017,Ecommerce,1,510.91,0.0,510.91,0.0,510.91
PED0008888,2025-04-11 19:26:00,CLI000908,PROD000142,Ecommerce,1,1000.7,0.009,1000.7,9.01,991.69
PED0037418,2025-04-27 04:59:27,CLI001154,PROD000088,Ecommerce,1,872.43,0.02,872.43,17.45,854.98
PED0042500,2025-07-12 16:39:04,CLI000652,PROD000048,Marketplace,2,475.77,0.081,951.54,77.07,874.47
PED0042546,2023-12-04 03:49:19,CLI001578,PROD000036,Loja Física,2,333.4,0.066,666.8,44.01,622.79
PED0038750,2024-08-23 14:15:07,CLI000568,PROD000087,Ecommerce,5,824.46,0.007,4122.3,28.86,4093.44
PED0023682,2024-12-13 10:53:26,CLI000071,PROD000008,Marketplace,1,800.94,0.026,800.94,20.82,780.12
PED0003323,2024-02-03 11:06:44,CLI001706,PROD000130,Ecommerce,1,606.54,0.048,606.54,29.11,577.43
PED0015501,2025-04-22 01:14:05,CLI001491,PROD000017,Ecommerce,1,483.11,0.2,483.11,96.62,386.49
PED0017635,2024-07-22 17:55:25,CLI000881,PROD000112,Ecommerce,1,681.37,0.046,681.37,31.34,650.03
PED0031169,2023-11-16 09:49:08,CLI001823,PROD000019,Ecommerce,1,844.75,0.106,844.75,89.54,755.21
PED0036159,2024-02-29 14:28:34,CLI000590,PROD000098,Ecommerce,2,658.98,0.072,1317.96,94.89,1223.07
PED0029594,2024-05-02 16:06:03,CLI001291,PROD000045,Ecommerce,3,203.47,0.149,610.41,90.95,519.46
PED0041634,2024-11-09 19:58:28,CLI001062,PROD000121,Ecommerce,1,1013.94,0.061,1013.94,61.85,952.09
PED0039887,2025-05-31 16:30:42,CLI001674,PROD000129,Marketplace,1,1031.48,0.027,1031.48,27.85,1003.63
PED0013649,2025-02-02 20:32:45,CLI001136,PROD000027,Ecommerce,1,1196.64,0.082,1196.64,98.12,1098.52
PED0026025,2023-11-19 19:24:50,CLI000012,PROD000149,Loja Física,1,245.4,0.031,245.4,7.61,237.79
PED0011876,2025-07-03 20:21:27,CLI000373,PROD000028,Ecommerce,3,926.14,0.081,2778.42,225.05,2553.37
PED0011001,2024-12-26 15:44:06,CLI001501,PROD000104,Loja Física,1,442.49,0.028,442.49,12.39,430.1
PED0016247,2025-05-28 19:47:35,CLI001077,PROD000039,Loja Física,1,78.8,0.074,78.8,5.83,72.97
PED0006276,2025-02-12 16:08:35,CLI000486,PROD000023,Ecommerce,1,805.7,0.094,805.7,75.74,729.96
PED0001615,2023-08-23 19:31:22,CLI000775,PROD000133,Marketplace,4,370.83,0.106,1483.32,157.23,1326.09
PED0037358,2025-04-05 10:14:18,CLI000533,PROD000008,Ecommerce,4,832.28,0.091,3329.12,302.95,3026.17
PED0028805,2024-11-09 18:29:23,CLI000469,PROD000132,Ecommerce,2,1201.04,0.0,2402.08,0.0,2402.08
PED0011025,2025-06-16 10:34:11,CLI000978,PROD000102,Ecommerce,1,171.52,0.096,171.52,16.47,155.05
PED0022179,2025-06-21 03:04:21,CLI000264,PROD000123,Loja Física,2,894.65,0.021,1789.3,37.58,1751.72
PED0002130,2025-06-26 13:04:15,CLI000057,PROD000019,Ecommerce,1,880.99,0.085,880.99,74.88,806.11
PED0039022,2025-04-19 14:08:54,CLI001305,PROD000136,Ecommerce,1,179.69,0.152,179.69,27.31,152.38
PED0016480,2025-06-14 09:37:04,CLI000901,PROD000082,Loja Física,2,628.66,0.036,1257.32,45.26,1212.06
PED0014913,2025-06-13 13:55:52,CLI000080,PROD000090,Loja Física,3,881.14,0.033,2643.42,87.23,2556.19
PED0005153,2024-11-29 15:51:52,CLI000871,PROD000113,Loja Física,3,670.96,0.073,2012.88,146.94,1865.94
